Open Price,Low Price,High Price,Close Price,Change Amount,Change Percent,Gregorian Date,Persian Date
822150,822100,828500,828300,5800,0.71%,2025/05/26,1404/03/05
823950,813750,824000,822500,1000,0.12%,2025/05/25,1404/03/04
828200,823100,828500,823500,5650,0.69%,2025/05/24,1404/03/03
832500,828100,834500,829150,2050,0.25%,2025/05/23,1404/03/02
824600,822100,828000,827100,4800,0.58%,2025/05/21,1404/02/31
841400,831600,852950,831900,8750,1.05%,2025/05/20,1404/02/30
817900,817600,859000,840650,22100,2.7%,2025/05/19,1404/02/29
817400,817100,826000,818550,550,0.07%,2025/05/18,1404/02/28
822750,812650,827000,818000,5350,0.65%,2025/05/17,1404/02/27
829700,823100,834500,823350,7750,0.94%,2025/05/16,1404/02/26
831650,829100,832500,831100,1000,0.12%,2025/05/14,1404/02/24
835600,831600,837000,832100,2900,0.35%,2025/05/13,1404/02/23
835900,832600,839000,835000,100,0.01%,2025/05/12,1404/02/22
831000,830600,839000,834900,2950,0.35%,2025/05/11,1404/02/21
834150,829600,847900,831950,3550,0.43%,2025/05/10,1404/02/20
819650,819600,836000,835500,4900,0.59%,2025/05/09,1404/02/19
821200,821100,839000,830600,10100,1.23%,2025/05/07,1404/02/17
823400,816100,831000,820500,4150,0.51%,2025/05/06,1404/02/16
842700,821600,843000,824650,19750,2.39%,2025/05/05,1404/02/15
862400,839600,862500,844400,14300,1.69%,2025/05/04,1404/02/14
851650,851600,866000,858700,1800,0.21%,2025/05/03,1404/02/13
850200,850100,869000,856900,37450,4.57%,2025/05/02,1404/02/12
814000,813650,820000,819450,5550,0.68%,2025/04/30,1404/02/10
808850,808600,816000,813900,4250,0.52%,2025/04/29,1404/02/09
808750,800600,814000,809650,3000,0.37%,2025/04/28,1404/02/08
832650,811600,833000,812650,14350,1.77%,2025/04/27,1404/02/07
829250,825600,845500,827000,3400,0.41%,2025/04/26,1404/02/06
795650,795100,828000,823600,14850,1.84%,2025/04/25,1404/02/05
813150,803650,813500,808750,400,0.05%,2025/04/22,1404/02/02
818900,794400,819300,808350,11400,1.41%,2025/04/21,1404/02/01
831050,817400,842200,819750,8150,0.99%,2025/04/20,1404/01/31
829100,809800,834200,827900,4000,0.48%,2025/04/19,1404/01/30
849650,831800,864200,831900,24050,2.89%,2025/04/18,1404/01/29
880200,851800,880200,855950,21050,2.46%,2025/04/16,1404/01/27
880200,869050,889200,877000,2800,0.32%,2025/04/15,1404/01/26
894900,879800,900150,879800,1000,0.11%,2025/04/14,1404/01/25
850150,849800,898200,880800,20900,2.43%,2025/04/13,1404/01/24
897950,829800,904200,859900,102250,11.89%,2025/04/12,1404/01/23
994200,954800,994200,962150,46750,4.86%,2025/04/11,1404/01/22
999100,998800,1021200,1008900,9200,0.92%,2025/04/09,1404/01/20
998800,998300,1006700,999700,1750,0.18%,2025/04/08,1404/01/19
1058100,984800,1058200,997950,57600,5.77%,2025/04/07,1404/01/18
1045350,1045300,1057700,1055550,10350,0.99%,2025/04/06,1404/01/17
1028200,1027800,1045200,1045200,19550,1.91%,2025/04/05,1404/01/16
1032900,1025300,1032900,1025650,2150,0.21%,2025/04/04,1404/01/15
1038850,1027800,1039200,1027800,11150,1.08%,2025/03/29,1404/01/09
1036950,1036800,1042200,1038950,17050,1.67%,2025/03/28,1404/01/08
1018850,1018800,1024200,1021900,2700,0.26%,2025/03/26,1404/01/06
1018900,1006800,1022200,1019200,1350,0.13%,2025/03/25,1404/01/05
976550,976300,1037200,1017850,40050,4.1%,2025/03/24,1404/01/04
973900,967800,982200,977800,34600,3.67%,2025/03/17,1403/12/27
933550,933300,944700,943200,11900,1.28%,2025/03/16,1403/12/26
912900,912800,931700,931300,19950,2.19%,2025/03/15,1403/12/25
918650,906300,918700,911350,11700,1.28%,2025/03/14,1403/12/24
926650,922400,929700,923050,3750,0.41%,2025/03/12,1403/12/22
926350,923300,927700,926800,3950,0.43%,2025/03/11,1403/12/21
924000,922300,929200,922850,1000,0.11%,2025/03/10,1403/12/20
934650,919800,935200,923850,1750,0.19%,2025/03/09,1403/12/19
912450,912300,923700,922100,9900,1.09%,2025/03/08,1403/12/18
896900,896900,923200,912200,20500,2.3%,2025/03/07,1403/12/17
883850,882300,896700,891700,6800,0.77%,2025/03/05,1403/12/15
904300,884800,904700,884900,19900,2.25%,2025/03/04,1403/12/14
907400,904800,911700,904800,2550,0.28%,2025/03/03,1403/12/13
920400,906800,921700,907350,14950,1.65%,2025/03/02,1403/12/12
921150,914800,927700,922300,700,0.08%,2025/03/01,1403/12/11
922300,916800,925200,921600,3600,0.39%,2025/02/28,1403/12/10
924150,923800,929200,925200,750,0.08%,2025/02/26,1403/12/08
920550,920300,934200,925950,7650,0.83%,2025/02/25,1403/12/07
913200,906800,919700,918300,5150,0.56%,2025/02/24,1403/12/06
926150,912300,928700,913150,14250,1.56%,2025/02/23,1403/12/05
930850,922300,933700,927400,8400,0.91%,2025/02/22,1403/12/04
930000,929600,943700,935800,5100,0.55%,2025/02/21,1403/12/03
921350,921300,932700,930700,9000,0.98%,2025/02/19,1403/12/01
918700,918300,928700,921700,1750,0.19%,2025/02/18,1403/11/30
908600,908300,920200,919950,11750,1.29%,2025/02/17,1403/11/29
906900,906850,912200,908200,1150,0.13%,2025/02/16,1403/11/28
907350,896800,912200,907050,900,0.1%,2025/02/15,1403/11/27
903550,902300,909700,906150,15550,1.75%,2025/02/14,1403/11/26
884200,883800,890700,890600,7100,0.8%,2025/02/12,1403/11/24
885700,874300,885700,883500,2000,0.23%,2025/02/11,1403/11/23
916650,869800,916700,881500,32150,3.65%,2025/02/10,1403/11/22
888400,888300,913700,913650,24050,2.7%,2025/02/08,1403/11/20
877600,874300,890700,889600,35000,4.1%,2025/02/07,1403/11/19
851800,851800,855700,854600,1900,0.22%,2025/02/05,1403/11/17
845500,845300,854200,852700,6750,0.8%,2025/02/04,1403/11/16
838200,837800,846200,845950,7300,0.87%,2025/02/03,1403/11/15
840200,836300,844200,838650,1850,0.22%,2025/02/02,1403/11/14
838950,838600,845200,840500,2850,0.34%,2025/02/01,1403/11/13
834700,834300,838200,837650,2550,0.31%,2025/01/31,1403/11/12
832100,830600,835700,835100,2800,0.34%,2025/01/29,1403/11/10
836400,830600,837700,832300,7000,0.84%,2025/01/28,1403/11/09
837400,835300,841200,839300,500,0.06%,2025/01/26,1403/11/07
835850,835300,839700,838800,4900,0.59%,2025/01/25,1403/11/06
829400,829300,835700,833900,5150,0.62%,2025/01/24,1403/11/05
824800,824800,839200,839050,13350,1.62%,2025/01/22,1403/11/03
823900,822800,828200,825700,2350,0.29%,2025/01/21,1403/11/02
808800,808800,823700,823350,13150,1.62%,2025/01/20,1403/11/01
806400,806300,812200,810200,3500,0.43%,2025/01/19,1403/10/30
806350,806300,809200,806700,1400,0.17%,2025/01/18,1403/10/29
796100,795800,805700,805300,4600,0.57%,2025/01/17,1403/10/28
803350,799300,803700,800700,4150,0.52%,2025/01/15,1403/10/26
813650,804800,813700,804850,9750,1.21%,2025/01/14,1403/10/25
806400,806300,816200,814600,7950,0.99%,2025/01/12,1403/10/23
817650,805800,817700,806650,12850,1.59%,2025/01/11,1403/10/22
818300,818300,821200,819500,5600,0.69%,2025/01/10,1403/10/21
803300,803300,815200,813900,9800,1.22%,2025/01/08,1403/10/19
799000,797800,806200,804100,3300,0.41%,2025/01/07,1403/10/18
798100,795300,803700,800800,7350,0.93%,2025/01/06,1403/10/17
794200,789800,794200,793450,2000,0.25%,2025/01/05,1403/10/16
799600,794700,801200,795450,2900,0.36%,2025/01/04,1403/10/15
799600,792300,799700,798350,8000,1%,2025/01/03,1403/10/14
812950,805100,813200,806350,5950,0.74%,2025/01/01,1403/10/12
813200,810100,814700,812300,750,0.09%,2024/12/31,1403/10/11
816300,807300,816700,813050,150,0.02%,2024/12/30,1403/10/10
796350,794850,813200,813200,16050,2.01%,2024/12/29,1403/10/09
811550,793300,814700,797150,13450,1.69%,2024/12/28,1403/10/08
799350,799350,811200,810600,16750,2.11%,2024/12/27,1403/10/07
784850,776800,794700,793850,7900,1.01%,2024/12/25,1403/10/05
785200,777800,787700,785950,650,0.08%,2024/12/24,1403/10/04
779700,779300,787700,786600,7800,1%,2024/12/23,1403/10/03
762200,760900,781700,778800,16000,2.1%,2024/12/22,1403/10/02
761600,753300,763100,762800,400,0.05%,2024/12/21,1403/10/01
766900,761800,768700,762400,5150,0.68%,2024/12/20,1403/09/30
771600,766800,772700,767550,6100,0.79%,2024/12/18,1403/09/28
767200,766800,775700,773650,7350,0.96%,2024/12/17,1403/09/27
765550,763300,768700,766300,6800,0.9%,2024/12/16,1403/09/26
745950,745800,759700,759500,12400,1.66%,2024/12/15,1403/09/25
748550,745800,756600,747100,50,0.01%,2024/12/14,1403/09/24
736600,727572,748200,747150,17550,2.41%,2024/12/13,1403/09/23
732450,727800,734700,729600,2350,0.32%,2024/12/11,1403/09/21
723650,723300,732700,731950,8750,1.21%,2024/12/10,1403/09/20
718800,718800,724200,723200,4350,0.61%,2024/12/09,1403/09/19
718400,717800,722700,718850,350,0.05%,2024/12/08,1403/09/18
715350,714600,721700,719200,3600,0.5%,2024/12/07,1403/09/17
712650,711500,716200,715600,800,0.11%,2024/12/06,1403/09/16
712200,710800,715200,714800,3850,0.54%,2024/12/03,1403/09/13
704800,704500,711200,710950,6800,0.97%,2024/12/02,1403/09/12
699550,699400,707200,704150,5150,0.74%,2024/12/01,1403/09/11
702950,697900,705400,699000,5000,0.72%,2024/11/30,1403/09/10
704950,699800,709200,704000,2600,0.37%,2024/11/29,1403/09/09
699300,698800,701700,701400,2350,0.34%,2024/11/27,1403/09/07
695750,695600,699700,699050,3100,0.45%,2024/11/26,1403/09/06
693350,693300,699700,695950,2250,0.32%,2024/11/25,1403/09/05
687400,679800,694700,693700,4100,0.59%,2024/11/24,1403/09/04
698000,686800,700800,689600,9450,1.37%,2024/11/23,1403/09/03
697400,697200,703300,699050,6800,0.98%,2024/11/22,1403/09/02
689900,689500,694800,692250,2950,0.43%,2024/11/20,1403/08/30
690250,688700,695300,689300,250,0.04%,2024/11/19,1403/08/29
683850,682700,689800,689050,4600,0.67%,2024/11/18,1403/08/28
680950,680700,684700,684450,2700,0.4%,2024/11/17,1403/08/27
682200,681250,688800,681750,650,0.1%,2024/11/16,1403/08/26
683750,680200,685800,682400,900,0.13%,2024/11/15,1403/08/25
682300,677700,683800,683300,1100,0.16%,2024/11/13,1403/08/23
679450,679200,688800,684400,6200,0.91%,2024/11/12,1403/08/22
668800,668700,681300,678200,9000,1.34%,2024/11/11,1403/08/21
682300,669200,682500,669200,13450,2.01%,2024/11/10,1403/08/20
691800,682200,692800,682650,9550,1.4%,2024/11/09,1403/08/19
695400,692000,695700,692200,1750,0.25%,2024/11/08,1403/08/18
696100,686700,696300,690450,5800,0.84%,2024/11/06,1403/08/16
698550,694000,698800,696250,7350,1.07%,2024/11/05,1403/08/15
689400,683200,689800,688900,700,0.1%,2024/11/04,1403/08/14
694200,686700,694300,689600,3650,0.53%,2024/11/03,1403/08/13
694500,689700,701500,693250,1550,0.22%,2024/11/02,1403/08/12
683650,683200,695300,694800,12500,1.83%,2024/11/01,1403/08/11
687500,680200,687600,682300,10100,1.48%,2024/10/30,1403/08/09
683750,680200,697800,692400,8400,1.23%,2024/10/29,1403/08/08
673800,673200,689250,684000,9200,1.36%,2024/10/28,1403/08/07
660550,660200,674800,674800,13950,2.11%,2024/10/27,1403/08/06
654700,654350,667300,660850,5550,0.85%,2024/10/26,1403/08/05
658950,652800,679000,655300,24200,3.69%,2024/10/25,1403/08/04
676750,674900,685300,679500,2200,0.32%,2024/10/23,1403/08/02
663150,663000,684800,677300,15800,2.39%,2024/10/22,1403/08/01
648850,648350,661600,661500,12950,2%,2024/10/21,1403/07/30
642050,641600,648600,648550,6600,1.03%,2024/10/20,1403/07/29
637950,637900,645950,641950,2350,0.37%,2024/10/19,1403/07/28
633850,633600,640000,639600,3000,0.47%,2024/10/18,1403/07/27
633500,633300,638800,636600,3250,0.51%,2024/10/16,1403/07/25
626850,626800,638200,633350,5700,0.91%,2024/10/15,1403/07/24
630350,626100,630800,627650,3850,0.61%,2024/10/14,1403/07/23
628050,628000,634800,631500,3050,0.49%,2024/10/13,1403/07/22
624750,624700,630600,628450,3500,0.56%,2024/10/12,1403/07/21
631100,624700,631300,624950,10550,1.69%,2024/10/11,1403/07/20
628900,628700,636300,635500,6150,0.98%,2024/10/09,1403/07/18
624800,624200,629800,629350,3900,0.62%,2024/10/08,1403/07/17
627650,625000,628300,625450,3000,0.48%,2024/10/07,1403/07/16
634600,626700,634800,628450,6100,0.97%,2024/10/06,1403/07/15
624350,624200,634800,634550,10650,1.71%,2024/10/05,1403/07/14
615850,614300,624800,623900,3000,0.48%,2024/10/04,1403/07/13
621300,620900,631300,626900,4350,0.7%,2024/10/02,1403/07/11
619850,611700,622800,622550,7600,1.24%,2024/10/01,1403/07/10
605800,605200,615400,614950,11200,1.86%,2024/09/30,1403/07/09
606200,602200,606600,603750,2350,0.39%,2024/09/29,1403/07/08
609450,601300,609700,606100,900,0.15%,2024/09/28,1403/07/07
598050,597800,615300,607000,6700,1.12%,2024/09/27,1403/07/06
602500,599300,604800,600300,3150,0.53%,2024/09/25,1403/07/04
603150,596500,603400,597150,7700,1.29%,2024/09/24,1403/07/03
598400,598200,606500,604850,7050,1.18%,2024/09/23,1403/07/02
595250,593800,597800,597800,2300,0.39%,2024/09/22,1403/07/01
592500,590900,595800,595500,3200,0.54%,2024/09/21,1403/06/31
591450,590500,592500,592300,50,0.01%,2024/09/18,1403/06/28
595100,592200,597550,592350,2800,0.47%,2024/09/17,1403/06/27
591900,590800,596200,595150,4150,0.7%,2024/09/16,1403/06/26
591050,588500,593800,591000,600,0.1%,2024/09/15,1403/06/25
594250,589200,594700,590400,3500,0.59%,2024/09/14,1403/06/24
594900,593200,596100,593900,3600,0.61%,2024/09/13,1403/06/23
596000,594900,598300,597500,1350,0.23%,2024/09/10,1403/06/20
594750,592400,598000,596150,600,0.1%,2024/09/09,1403/06/19
594400,594400,598000,596750,2250,0.38%,2024/09/08,1403/06/18
596700,593500,598300,594500,3000,0.5%,2024/09/07,1403/06/17
599200,597500,599600,597500,1500,0.25%,2024/09/06,1403/06/16
599400,599000,599600,599000,100,0.02%,2024/09/04,1403/06/14
592000,591500,600600,598900,100,0.02%,2024/09/02,1403/06/12
594500,590700,600300,599000,4200,0.71%,2024/08/31,1403/06/10
593900,592400,598200,594800,850,0.14%,2024/08/30,1403/06/09
592050,589900,596400,593950,3950,0.67%,2024/08/28,1403/06/07
589350,588800,596600,590000,1250,0.21%,2024/08/27,1403/06/06
593600,584400,593900,591250,1950,0.33%,2024/08/26,1403/06/05
590400,590300,597400,593200,10550,1.81%,2024/08/25,1403/06/04
582450,579900,585900,582650,1450,0.25%,2024/08/23,1403/06/02
586700,581900,590100,584100,2500,0.43%,2024/08/21,1403/05/31
581050,578250,587900,581600,1750,0.3%,2024/08/20,1403/05/30
587800,578650,590000,579850,3250,0.56%,2024/08/19,1403/05/29
580450,579050,589100,583100,2600,0.45%,2024/08/18,1403/05/28
583400,575200,583800,577050,10600,1.84%,2024/08/16,1403/05/26
586350,584800,590100,587650,700,0.12%,2024/08/14,1403/05/24
591500,587600,593500,588350,7350,1.25%,2024/08/13,1403/05/23
598800,592700,599100,595700,4550,0.76%,2024/08/12,1403/05/22
595350,594850,602100,600250,6150,1.04%,2024/08/11,1403/05/21
598400,588700,598400,594100,3600,0.61%,2024/08/10,1403/05/20
603800,594900,604400,597700,12300,2.06%,2024/08/09,1403/05/19
616200,604200,616200,610000,4010,0.66%,2024/08/07,1403/05/17
609370,602300,615300,614010,2610,0.43%,2024/08/06,1403/05/16
601080,600800,617400,611400,3500,0.57%,2024/08/05,1403/05/15
607890,601600,620500,614900,5900,0.97%,2024/08/04,1403/05/14
614530,602900,614600,609000,6270,1.03%,2024/08/03,1403/05/13
611790,608710,616750,615270,9270,1.53%,2024/08/02,1403/05/12
598560,598500,607100,606000,5600,0.93%,2024/07/31,1403/05/10
595000,594610,606400,600400,6900,1.16%,2024/07/30,1403/05/09
588900,588300,594500,593500,4100,0.7%,2024/07/29,1403/05/08
590520,584600,592700,589400,1440,0.24%,2024/07/28,1403/05/07
587380,587000,592200,590840,4380,0.75%,2024/07/27,1403/05/06
587650,585600,588200,586460,1150,0.2%,2024/07/26,1403/05/05
583390,583300,588200,587610,3010,0.51%,2024/07/24,1403/05/03
582970,582300,585200,584600,2840,0.49%,2024/07/23,1403/05/02
579600,579320,583700,581760,5800,1.01%,2024/07/22,1403/05/01
575850,574300,578700,575960,150,0.03%,2024/07/21,1403/04/31
577750,575000,579200,576110,340,0.06%,2024/07/20,1403/04/30
571860,571600,576000,575770,3570,0.62%,2024/07/19,1403/04/29
573780,571400,574000,572200,1100,0.19%,2024/07/17,1403/04/27
582470,572900,582500,573300,5870,1.02%,2024/07/16,1403/04/26
583300,578900,583700,579170,730,0.13%,2024/07/13,1403/04/23
579420,576400,579900,579900,250,0.04%,2024/07/12,1403/04/22
584760,579400,585100,579650,5450,0.94%,2024/07/10,1403/04/20
588600,584700,588800,585100,3690,0.63%,2024/07/09,1403/04/19
588400,588400,588800,588790,270,0.05%,2024/07/08,1403/04/18
588610,588400,588800,588520,10,-,2024/07/07,1403/04/17
588570,588400,588700,588510,9790,1.66%,2024/07/06,1403/04/16
608460,582140,608550,598300,10460,1.75%,2024/07/05,1403/04/15
602360,601300,611950,608760,5010,0.83%,2024/07/03,1403/04/13
606980,598400,611450,603750,4390,0.73%,2024/07/02,1403/04/12
613950,606400,616000,608140,5480,0.9%,2024/07/01,1403/04/11
615600,611810,615800,613620,3290,0.54%,2024/06/30,1403/04/10
615340,615000,618000,616910,6710,1.1%,2024/06/29,1403/04/09
597600,586000,618400,610200,7000,1.16%,2024/06/28,1403/04/08
609000,598200,617200,603200,2000,0.33%,2024/06/26,1403/04/06
610300,592000,613500,601200,3300,0.55%,2024/06/25,1403/04/05
606500,595900,612400,604500,1800,0.3%,2024/06/23,1403/04/03
608300,598600,614000,602700,1500,0.25%,2024/06/22,1403/04/02
597200,593900,608700,601200,13600,2.26%,2024/06/21,1403/04/01
605700,596800,627300,614800,18700,3.14%,2024/06/19,1403/03/30
603600,583900,614400,596100,8600,1.44%,2024/06/18,1403/03/29
605000,592100,610400,604700,2100,0.35%,2024/06/17,1403/03/28
614200,590300,623100,602600,6100,1.02%,2024/06/15,1403/03/26
610000,586300,618200,596500,19400,3.25%,2024/06/14,1403/03/25
605000,599100,620700,615900,7600,1.25%,2024/06/12,1403/03/23
614200,603000,621500,608300,1600,0.26%,2024/06/11,1403/03/22
613100,605800,619800,609900,1400,0.23%,2024/06/10,1403/03/21
599100,592400,619500,608500,3100,0.51%,2024/06/09,1403/03/20
613000,602800,618700,611600,7700,1.28%,2024/06/08,1403/03/19
614100,595200,621100,603900,2000,0.33%,2024/06/07,1403/03/18
611200,596900,617600,601900,2100,0.35%,2024/06/05,1403/03/16
607700,595000,619400,599800,3300,0.55%,2024/06/04,1403/03/15
601400,588800,607300,603100,3500,0.58%,2024/06/01,1403/03/12
611600,594800,622900,599600,5800,0.97%,2024/05/31,1403/03/11
612400,598600,617200,605400,11100,1.83%,2024/05/29,1403/03/09
603100,590900,626200,616500,18300,3.06%,2024/05/28,1403/03/08
597000,585400,607700,598200,15900,2.66%,2024/05/27,1403/03/07
609200,599000,625900,614100,1900,0.31%,2024/05/26,1403/03/06
612200,601700,622900,612200,2300,0.38%,2024/05/25,1403/03/05
597400,586800,627000,614500,13800,2.3%,2024/05/24,1403/03/04
596000,584600,606200,600700,300,0.05%,2024/05/22,1403/03/02
603000,597800,607800,601000,3700,0.62%,2024/05/21,1403/03/01
611000,594500,622900,604700,900,0.15%,2024/05/20,1403/02/31
608700,598000,611900,605600,3000,0.5%,2024/05/19,1403/02/30
614400,600900,621700,608600,900,0.15%,2024/05/18,1403/02/29
610700,596300,622600,607700,7100,1.18%,2024/05/17,1403/02/28
615200,593900,625600,600600,3300,0.55%,2024/05/15,1403/02/26
602900,586700,613400,597300,2300,0.39%,2024/05/14,1403/02/25
594850,594800,595600,595000,34000,5.71%,2024/05/13,1403/02/24
620200,614500,634400,629000,27400,4.55%,2024/05/12,1403/02/23
604800,589800,609600,601600,32100,5.34%,2024/05/11,1403/02/22
627700,621200,641000,633700,900,0.14%,2024/05/10,1403/02/21
632100,627100,647100,634600,35100,5.85%,2024/05/08,1403/02/19
631200,594200,637700,599500,2300,0.39%,2024/05/07,1403/02/18
608000,586800,616600,597200,5000,0.84%,2024/05/06,1403/02/17
609000,595100,612300,602200,3900,0.65%,2024/05/05,1403/02/16
621500,599200,633300,606100,8800,1.47%,2024/05/04,1403/02/15
622300,591300,631800,597300,33700,5.64%,2024/05/01,1403/02/12
615900,605000,643400,631000,13100,2.08%,2024/04/30,1403/02/11
621400,613100,653100,644100,16600,2.65%,2024/04/29,1403/02/10
610000,605900,635000,627500,7400,1.19%,2024/04/28,1403/02/09
614300,608500,626600,620100,19500,3.25%,2024/04/27,1403/02/08
637200,595600,643000,600600,43600,7.26%,2024/04/26,1403/02/07
608000,598200,649600,644200,30500,4.97%,2024/04/24,1403/02/05
631400,606000,642500,613700,4600,0.75%,2024/04/23,1403/02/04
596000,586600,625400,618300,21800,3.53%,2024/04/22,1403/02/03
616300,612600,648600,640100,12500,1.99%,2024/04/21,1403/02/02
597300,594100,634500,627600,1400,0.22%,2024/04/20,1403/02/01
621400,609900,634000,629000,28100,4.68%,2024/04/19,1403/01/31
637300,596800,644100,600900,3000,0.5%,2024/04/17,1403/01/29
622500,593200,633200,597900,21300,3.56%,2024/04/16,1403/01/28
626700,607300,633700,619200,19200,3.1%,2024/04/15,1403/01/27
637100,624300,645200,638400,19600,3.17%,2024/04/14,1403/01/26
622700,611600,630200,618800,22200,3.59%,2024/04/13,1403/01/25
615700,610200,645900,641000,4000,0.63%,2024/04/12,1403/01/24
624600,613100,640500,637000,28300,4.65%,2024/04/08,1403/01/20
637200,604000,643400,608700,31300,5.14%,2024/04/07,1403/01/19
606800,594000,643300,640000,7000,1.09%,2024/04/06,1403/01/18
647000,647000,647000,647000,6000,0.94%,2024/04/05,1403/01/17
635620,635500,644100,641000,6260,0.99%,2024/04/03,1403/01/15
627730,627500,634750,634740,1840,0.29%,2024/04/02,1403/01/14
623120,623000,632900,632900,14566,2.36%,2024/04/01,1403/01/13
620645,607884,627285,618334,1754,0.28%,2024/03/29,1403/01/10
617050,615750,617100,616580,2630,0.43%,2024/03/27,1403/01/08
608000,607950,614100,613950,5570,0.92%,2024/03/26,1403/01/07
612600,607870,612600,608380,5650,0.93%,2024/03/25,1403/01/06
616550,613750,617090,614030,4070,0.66%,2024/03/24,1403/01/05
608730,608700,618440,618100,14590,2.42%,2024/03/23,1403/01/04
600320,600270,604100,603510,3250,0.54%,2024/03/17,1402/12/27
600250,599750,603600,600260,820,0.14%,2024/03/16,1402/12/26
595280,593000,601100,601080,7280,1.23%,2024/03/15,1402/12/25
595330,591900,595340,593800,1540,0.26%,2024/03/13,1402/12/23
596750,592250,597030,595340,1750,0.29%,2024/03/12,1402/12/22
598830,595560,599600,597090,2320,0.39%,2024/03/11,1402/12/21
593320,592550,600100,599410,6560,1.11%,2024/03/10,1402/12/20
601070,592250,601070,592850,12490,2.11%,2024/03/09,1402/12/19
608930,603750,609600,605340,299,0.05%,2024/03/08,1402/12/18
609152,595100,615852,605639,4251,0.7%,2024/03/06,1402/12/16
609370,604150,610600,609890,420,0.07%,2024/03/05,1402/12/15
606720,598165,620988,609470,4450,0.74%,2024/03/04,1402/12/14
598550,598060,605100,605020,11630,1.96%,2024/03/03,1402/12/13
592990,590750,595600,593390,260,0.04%,2024/03/02,1402/12/12
592390,591750,601100,593130,8470,1.45%,2024/03/01,1402/12/11
581060,580750,585100,584660,3570,0.61%,2024/02/28,1402/12/09
588080,579260,588600,581090,4960,0.85%,2024/02/27,1402/12/08
580310,579760,586600,586050,3559,0.61%,2024/02/26,1402/12/07
573221,567144,592684,582491,9821,1.71%,2024/02/25,1402/12/06
572580,571950,574400,572670,40,0.01%,2024/02/23,1402/12/04
570310,570110,573900,572710,2420,0.42%,2024/02/21,1402/12/02
567450,567270,572100,570290,5230,0.93%,2024/02/20,1402/12/01
570340,563450,570600,565060,5300,0.94%,2024/02/19,1402/11/30
569990,568950,572100,570360,940,0.16%,2024/02/18,1402/11/29
562280,559480,563100,563020,2750,0.49%,2024/02/16,1402/11/27
557210,556450,560800,560270,4470,0.8%,2024/02/14,1402/11/25
556770,553950,556770,555800,1110,0.2%,2024/02/13,1402/11/24
551460,551450,554900,554690,2740,0.5%,2024/02/12,1402/11/23
551450,550750,555300,551950,2930,0.53%,2024/02/11,1402/11/22
552900,548260,552900,549020,8360,1.52%,2024/02/09,1402/11/20
552300,552250,559100,557380,365,0.07%,2024/02/06,1402/11/17
551817,546354,566094,557015,3135,0.57%,2024/02/05,1402/11/16
551330,544250,558530,553880,2510,0.46%,2024/02/04,1402/11/15
561290,549760,561570,551370,12410,2.25%,2024/02/03,1402/11/14
580090,563750,580090,563780,12716,2.26%,2024/02/02,1402/11/13
580400,566234,584869,576496,7534,1.31%,2024/01/31,1402/11/11
582390,579270,584600,584030,1140,0.2%,2024/01/30,1402/11/10
588990,571410,591100,582890,100,0.02%,2024/01/29,1402/11/09
562550,562550,583600,582990,24360,4.36%,2024/01/28,1402/11/08
560470,555810,560590,558630,4370,0.78%,2024/01/27,1402/11/07
553520,553290,571330,563000,6410,1.15%,2024/01/26,1402/11/06
549070,548750,556600,556590,7670,1.4%,2024/01/23,1402/11/03
541350,540760,549100,548920,8410,1.56%,2024/01/22,1402/11/02
539050,536250,542100,540510,1430,0.27%,2024/01/21,1402/11/01
541030,537750,542600,539080,3150,0.58%,2024/01/20,1402/10/30
539030,536470,542600,542230,1940,0.36%,2024/01/19,1402/10/29
538550,535250,543600,540290,3780,0.7%,2024/01/17,1402/10/27
530030,529760,537100,536510,7470,1.41%,2024/01/16,1402/10/26
526040,525950,529600,529040,4410,0.84%,2024/01/15,1402/10/25
521910,521810,525100,524630,3770,0.72%,2024/01/14,1402/10/24
524170,519770,531530,520860,3820,0.73%,2024/01/13,1402/10/23
517110,517110,525970,524680,8660,1.68%,2024/01/12,1402/10/22
520960,515650,521680,516020,3760,0.73%,2024/01/10,1402/10/20
516480,516450,520200,519780,4940,0.96%,2024/01/09,1402/10/19
509670,509670,515700,514840,5350,1.05%,2024/01/08,1402/10/18
509560,507870,510100,509490,270,0.05%,2024/01/07,1402/10/17
509890,505350,510100,509760,20,-,2024/01/06,1402/10/16
511940,508850,513020,509740,4430,0.87%,2024/01/05,1402/10/15
511290,510850,515080,514170,5880,1.16%,2024/01/03,1402/10/13
506280,505960,509000,508290,1860,0.37%,2024/01/02,1402/10/12
505280,504750,506500,506430,450,0.09%,2024/01/01,1402/10/11
506160,504450,506680,505980,350,0.07%,2023/12/31,1402/10/10
505020,504650,505690,505630,530,0.1%,2023/12/30,1402/10/09
505490,504950,507670,506160,2970,0.59%,2023/12/29,1402/10/08
501510,501510,503680,503190,260,0.05%,2023/12/27,1402/10/06
500960,500750,503680,503450,2410,0.48%,2023/12/26,1402/10/05
500960,500950,503180,501040,150,0.03%,2023/12/25,1402/10/04
500890,500890,500890,500890,200,0.04%,2023/12/24,1402/10/03
502450,500450,503400,500690,2320,0.46%,2023/12/23,1402/10/02
503090,502450,504490,503010,2250,0.45%,2023/12/22,1402/10/01
498390,498160,501680,500760,48,0.01%,2023/12/20,1402/09/29
500205,493602,507872,500712,152,0.03%,2023/12/19,1402/09/28
502420,500450,510620,500560,1820,0.36%,2023/12/18,1402/09/27
